,building,greenery,img
9825,0.109,6.538,masks\TRAIN_1091_6.png
9826,0.049,7.278,masks\TRAIN_1091_7.png
9827,8.281,5.909,masks\TRAIN_1091_8.png
9828,6.265,75.329,masks\TRAIN_1092_0.png
9829,3.788,82.992,masks\TRAIN_1092_1.png
9830,0.31,93.827,masks\TRAIN_1092_2.png
9831,2.414,87.76,masks\TRAIN_1092_3.png
9832,1.036,91.89,masks\TRAIN_1092_4.png
9833,0.0,95.191,masks\TRAIN_1092_5.png
9834,0.242,95.845,masks\TRAIN_1092_6.png
9835,0.0,95.858,masks\TRAIN_1092_7.png
9836,0.0,96.196,masks\TRAIN_1092_8.png
9837,5.473,45.445,masks\TRAIN_1093_0.png
9838,10.363,36.146,masks\TRAIN_1093_1.png
9839,7.895,41.34,masks\TRAIN_1093_2.png
9840,5.223,44.872,masks\TRAIN_1093_3.png
9841,9.369,17.898,masks\TRAIN_1093_4.png
9842,7.736,26.158,masks\TRAIN_1093_5.png
9843,3.617,54.424,masks\TRAIN_1093_6.png
9844,5.703,27.424,masks\TRAIN_1093_7.png
9845,12.314,23.267,masks\TRAIN_1093_8.png
9846,8.52,83.555,masks\TRAIN_1094_0.png
9847,7.945,85.646,masks\TRAIN_1094_1.png
9848,5.698,85.481,masks\TRAIN_1094_2.png
9849,9.843,85.818,masks\TRAIN_1094_3.png
9850,7.833,86.742,masks\TRAIN_1094_4.png
9851,7.896,83.297,masks\TRAIN_1094_5.png
9852,11.241,82.864,masks\TRAIN_1094_6.png
9853,7.947,85.472,masks\TRAIN_1094_7.png
9854,9.552,83.041,masks\TRAIN_1094_8.png
9855,4.084,5.518,masks\TRAIN_1095_0.png
9856,7.879,7.091,masks\TRAIN_1095_1.png
9857,7.705,7.658,masks\TRAIN_1095_2.png
9858,5.095,6.582,masks\TRAIN_1095_3.png
9859,7.682,5.504,masks\TRAIN_1095_4.png
9860,5.886,5.832,masks\TRAIN_1095_5.png
9861,5.81,9.217,masks\TRAIN_1095_6.png
9862,6.375,4.607,masks\TRAIN_1095_7.png
9863,4.934,6.098,masks\TRAIN_1095_8.png
9864,7.677,22.245,masks\TRAIN_1096_0.png
9865,11.165,27.0,masks\TRAIN_1096_1.png
9866,10.881,29.897,masks\TRAIN_1096_2.png
9867,1.289,15.224,masks\TRAIN_1096_3.png
9868,5.161,21.834,masks\TRAIN_1096_4.png
9869,5.088,27.981,masks\TRAIN_1096_5.png
9870,2.09,27.326,masks\TRAIN_1096_6.png
9871,7.613,19.439,masks\TRAIN_1096_7.png
9872,5.607,27.811,masks\TRAIN_1096_8.png
9873,0.0,40.63,masks\TRAIN_1097_0.png
9874,0.189,44.233,masks\TRAIN_1097_1.png
9875,3.138,48.178,masks\TRAIN_1097_2.png
9876,0.217,47.481,masks\TRAIN_1097_3.png
9877,2.142,48.162,masks\TRAIN_1097_4.png
9878,5.951,42.683,masks\TRAIN_1097_5.png
9879,0.217,60.839,masks\TRAIN_1097_6.png
9880,3.558,61.804,masks\TRAIN_1097_7.png
9881,5.618,53.347,masks\TRAIN_1097_8.png
9882,0.717,84.899,masks\TRAIN_1098_0.png
9883,0.568,80.663,masks\TRAIN_1098_1.png
9884,0.15,74.385,masks\TRAIN_1098_2.png
9885,0.417,83.058,masks\TRAIN_1098_3.png
9886,0.944,80.02,masks\TRAIN_1098_4.png
9887,0.991,68.468,masks\TRAIN_1098_5.png
9888,3.391,63.394,masks\TRAIN_1098_6.png
9889,3.141,63.784,masks\TRAIN_1098_7.png
9890,3.849,57.78,masks\TRAIN_1098_8.png
9891,8.451,30.692,masks\TRAIN_1099_0.png
9892,3.989,29.06,masks\TRAIN_1099_1.png
9893,4.724,21.658,masks\TRAIN_1099_2.png
9894,5.5,30.445,masks\TRAIN_1099_3.png
9895,4.973,33.516,masks\TRAIN_1099_4.png
9896,6.366,24.555,masks\TRAIN_1099_5.png
9897,3.782,31.0,masks\TRAIN_1099_6.png
9898,6.39,35.059,masks\TRAIN_1099_7.png
9899,6.535,30.89,masks\TRAIN_1099_8.png
9900,4.034,28.468,masks\TRAIN_1100_0.png
9901,4.228,30.248,masks\TRAIN_1100_1.png
9902,1.701,31.458,masks\TRAIN_1100_2.png
9903,1.774,36.354,masks\TRAIN_1100_3.png
9904,2.153,35.394,masks\TRAIN_1100_4.png
9905,1.163,29.022,masks\TRAIN_1100_5.png
9906,0.187,30.536,masks\TRAIN_1100_6.png
9907,0.431,30.777,masks\TRAIN_1100_7.png
9908,0.244,27.212,masks\TRAIN_1100_8.png
9909,1.805,77.298,masks\TRAIN_1101_0.png
9910,1.801,79.515,masks\TRAIN_1101_1.png
9911,1.828,83.189,masks\TRAIN_1101_2.png
9912,3.317,77.489,masks\TRAIN_1101_3.png
9913,3.269,71.761,masks\TRAIN_1101_4.png
9914,0.915,66.883,masks\TRAIN_1101_5.png
9915,2.005,82.271,masks\TRAIN_1101_6.png
9916,1.706,78.071,masks\TRAIN_1101_7.png
9917,0.147,57.541,masks\TRAIN_1101_8.png
9918,1.962,13.167,masks\TRAIN_1102_0.png
9919,2.835,14.59,masks\TRAIN_1102_1.png
9920,2.472,12.827,masks\TRAIN_1102_2.png
9921,1.241,11.286,masks\TRAIN_1102_3.png
9922,1.845,12.017,masks\TRAIN_1102_4.png
9923,2.796,14.311,masks\TRAIN_1102_5.png
9924,0.98,9.566,masks\TRAIN_1102_6.png
9925,0.891,11.814,masks\TRAIN_1102_7.png
9926,1.709,16.043,masks\TRAIN_1102_8.png
9927,4.383,43.271,masks\TRAIN_1103_0.png
9928,4.513,41.635,masks\TRAIN_1103_1.png
9929,4.213,42.912,masks\TRAIN_1103_2.png
9930,2.0,56.624,masks\TRAIN_1103_3.png
9931,2.078,53.074,masks\TRAIN_1103_4.png
9932,2.084,49.437,masks\TRAIN_1103_5.png
9933,0.0,73.003,masks\TRAIN_1103_6.png
9934,0.0,67.083,masks\TRAIN_1103_7.png
9935,0.0,63.579,masks\TRAIN_1103_8.png
9936,3.146,10.545,masks\TRAIN_1104_0.png
9937,4.424,12.321,masks\TRAIN_1104_1.png
9938,5.47,15.91,masks\TRAIN_1104_2.png
9939,0.537,11.478,masks\TRAIN_1104_3.png
9940,1.738,11.12,masks\TRAIN_1104_4.png
9941,4.168,14.902,masks\TRAIN_1104_5.png
9942,0.0,16.654,masks\TRAIN_1104_6.png
9943,0.0,10.702,masks\TRAIN_1104_7.png
9944,1.123,12.831,masks\TRAIN_1104_8.png
9945,3.532,70.281,masks\TRAIN_1105_0.png
9946,3.768,61.565,masks\TRAIN_1105_1.png
9947,2.267,58.167,masks\TRAIN_1105_2.png
9948,1.629,73.083,masks\TRAIN_1105_3.png
9949,0.012,68.407,masks\TRAIN_1105_4.png
9950,2.595,55.608,masks\TRAIN_1105_5.png
9951,6.053,53.192,masks\TRAIN_1105_6.png
9952,1.653,63.782,masks\TRAIN_1105_7.png
9953,1.413,62.864,masks\TRAIN_1105_8.png
9954,5.842,42.887,masks\TRAIN_1106_0.png
9955,5.0,43.816,masks\TRAIN_1106_1.png
9956,4.309,39.485,masks\TRAIN_1106_2.png
9957,6.558,42.249,masks\TRAIN_1106_3.png
9958,7.558,41.299,masks\TRAIN_1106_4.png
9959,8.411,38.078,masks\TRAIN_1106_5.png
9960,2.602,45.44,masks\TRAIN_1106_6.png
9961,3.311,41.754,masks\TRAIN_1106_7.png
9962,5.624,39.093,masks\TRAIN_1106_8.png
9963,1.256,20.217,masks\TRAIN_1107_0.png
9964,0.183,16.602,masks\TRAIN_1107_1.png
9965,0.885,12.824,masks\TRAIN_1107_2.png
9966,6.449,11.949,masks\TRAIN_1107_3.png
9967,0.183,17.16,masks\TRAIN_1107_4.png
9968,0.965,14.803,masks\TRAIN_1107_5.png
9969,9.919,5.871,masks\TRAIN_1107_6.png
9970,2.901,12.354,masks\TRAIN_1107_7.png
9971,2.242,16.725,masks\TRAIN_1107_8.png
9972,1.645,77.533,masks\TRAIN_1108_0.png
9973,0.737,85.389,masks\TRAIN_1108_1.png
9974,0.853,81.567,masks\TRAIN_1108_2.png
9975,0.897,79.242,masks\TRAIN_1108_3.png
9976,1.252,86.954,masks\TRAIN_1108_4.png
9977,0.83,82.773,masks\TRAIN_1108_5.png
9978,0.625,87.868,masks\TRAIN_1108_6.png
9979,1.557,88.4,masks\TRAIN_1108_7.png
9980,0.932,84.346,masks\TRAIN_1108_8.png
9981,2.664,8.835,masks\TRAIN_1109_0.png
9982,5.994,23.731,masks\TRAIN_1109_1.png
9983,7.427,31.293,masks\TRAIN_1109_2.png
9984,7.7,4.926,masks\TRAIN_1109_3.png
9985,12.949,7.576,masks\TRAIN_1109_4.png
9986,14.783,6.495,masks\TRAIN_1109_5.png
9987,13.643,6.261,masks\TRAIN_1109_6.png
9988,21.507,3.585,masks\TRAIN_1109_7.png
9989,25.658,2.521,masks\TRAIN_1109_8.png
9990,8.802,53.909,masks\TRAIN_1110_0.png
9991,5.111,65.445,masks\TRAIN_1110_1.png
9992,5.462,65.645,masks\TRAIN_1110_2.png
9993,3.484,62.721,masks\TRAIN_1110_3.png
9994,1.928,73.464,masks\TRAIN_1110_4.png
9995,3.703,68.167,masks\TRAIN_1110_5.png
9996,2.825,69.487,masks\TRAIN_1110_6.png
9997,1.565,77.718,masks\TRAIN_1110_7.png
9998,2.073,70.486,masks\TRAIN_1110_8.png
9999,1.0,5.23,masks\TRAIN_1111_0.png
10000,0.98,3.436,masks\TRAIN_1111_1.png
10001,1.339,4.804,masks\TRAIN_1111_2.png
10002,4.708,11.613,masks\TRAIN_1111_3.png
10003,5.115,8.271,masks\TRAIN_1111_4.png
10004,5.298,12.492,masks\TRAIN_1111_5.png
10005,7.622,12.743,masks\TRAIN_1111_6.png
10006,8.288,10.715,masks\TRAIN_1111_7.png
10007,8.845,15.297,masks\TRAIN_1111_8.png
10008,5.25,26.382,masks\TRAIN_1112_0.png
10009,5.906,27.573,masks\TRAIN_1112_1.png
10010,6.332,23.997,masks\TRAIN_1112_2.png
10011,5.956,24.412,masks\TRAIN_1112_3.png
10012,6.637,27.049,masks\TRAIN_1112_4.png
10013,9.95,23.365,masks\TRAIN_1112_5.png
10014,6.187,21.432,masks\TRAIN_1112_6.png
10015,6.944,25.098,masks\TRAIN_1112_7.png
10016,8.86,25.272,masks\TRAIN_1112_8.png
10017,7.563,10.649,masks\TRAIN_1113_0.png
10018,10.62,9.111,masks\TRAIN_1113_1.png
10019,11.423,8.237,masks\TRAIN_1113_2.png
10020,5.591,18.143,masks\TRAIN_1113_3.png
10021,8.647,13.037,masks\TRAIN_1113_4.png
10022,11.341,7.507,masks\TRAIN_1113_5.png
10023,4.317,20.075,masks\TRAIN_1113_6.png
10024,6.964,14.747,masks\TRAIN_1113_7.png
10025,10.812,7.49,masks\TRAIN_1113_8.png
10026,5.305,53.965,masks\TRAIN_1114_0.png
10027,10.409,44.182,masks\TRAIN_1114_1.png
10028,9.473,44.025,masks\TRAIN_1114_2.png
10029,8.511,37.834,masks\TRAIN_1114_3.png
10030,16.478,23.82,masks\TRAIN_1114_4.png
10031,14.412,26.171,masks\TRAIN_1114_5.png
10032,8.799,33.593,masks\TRAIN_1114_6.png
10033,13.792,21.715,masks\TRAIN_1114_7.png
10034,10.839,27.49,masks\TRAIN_1114_8.png
10035,12.505,30.26,masks\TRAIN_1115_0.png
10036,14.244,35.746,masks\TRAIN_1115_1.png
10037,6.633,42.263,masks\TRAIN_1115_2.png
10038,6.621,32.724,masks\TRAIN_1115_3.png
10039,7.912,34.267,masks\TRAIN_1115_4.png
10040,7.089,38.083,masks\TRAIN_1115_5.png
10041,3.13,38.972,masks\TRAIN_1115_6.png
10042,4.943,37.043,masks\TRAIN_1115_7.png
10043,10.427,35.313,masks\TRAIN_1115_8.png
10044,11.719,16.996,masks\TRAIN_1116_0.png
10045,12.076,16.209,masks\TRAIN_1116_1.png
10046,12.108,15.009,masks\TRAIN_1116_2.png
10047,11.496,13.074,masks\TRAIN_1116_3.png
10048,11.814,13.888,masks\TRAIN_1116_4.png
10049,7.852,18.179,masks\TRAIN_1116_5.png
10050,10.777,17.438,masks\TRAIN_1116_6.png
10051,8.234,23.121,masks\TRAIN_1116_7.png
10052,4.251,24.056,masks\TRAIN_1116_8.png
10053,9.268,4.491,masks\TRAIN_1117_0.png
10054,10.151,5.297,masks\TRAIN_1117_1.png
10055,6.685,5.203,masks\TRAIN_1117_2.png
10056,3.736,2.997,masks\TRAIN_1117_3.png
10057,8.434,3.651,masks\TRAIN_1117_4.png
10058,9.752,4.413,masks\TRAIN_1117_5.png
10059,0.0,1.337,masks\TRAIN_1117_6.png
10060,8.467,1.068,masks\TRAIN_1117_7.png
10061,13.791,3.009,masks\TRAIN_1117_8.png
10062,0.0,43.896,masks\TRAIN_1118_0.png
10063,0.06,42.563,masks\TRAIN_1118_1.png
10064,0.06,51.596,masks\TRAIN_1118_2.png
10065,1.475,43.422,masks\TRAIN_1118_3.png
10066,1.855,44.809,masks\TRAIN_1118_4.png
10067,1.691,47.259,masks\TRAIN_1118_5.png
10068,3.872,44.166,masks\TRAIN_1118_6.png
10069,3.658,49.013,masks\TRAIN_1118_7.png
10070,3.71,46.01,masks\TRAIN_1118_8.png
10071,6.918,51.448,masks\TRAIN_1119_0.png
10072,6.434,58.329,masks\TRAIN_1119_1.png
10073,7.738,56.039,masks\TRAIN_1119_2.png
10074,6.02,53.074,masks\TRAIN_1119_3.png
10075,6.533,56.566,masks\TRAIN_1119_4.png
10076,7.995,52.589,masks\TRAIN_1119_5.png
10077,8.131,50.712,masks\TRAIN_1119_6.png
10078,9.509,45.769,masks\TRAIN_1119_7.png
10079,9.961,44.009,masks\TRAIN_1119_8.png
10080,7.154,8.821,masks\TRAIN_1120_0.png
10081,5.505,18.401,masks\TRAIN_1120_1.png
10082,8.673,25.398,masks\TRAIN_1120_2.png
10083,8.768,15.618,masks\TRAIN_1120_3.png
10084,7.279,23.273,masks\TRAIN_1120_4.png
10085,9.13,25.31,masks\TRAIN_1120_5.png
10086,6.607,22.941,masks\TRAIN_1120_6.png
10087,7.969,26.418,masks\TRAIN_1120_7.png
10088,9.966,21.815,masks\TRAIN_1120_8.png
10089,0.426,43.913,masks\TRAIN_1121_0.png
10090,16.767,21.923,masks\TRAIN_1121_1.png
10091,46.651,2.444,masks\TRAIN_1121_2.png
10092,0.0,78.276,masks\TRAIN_1121_3.png
10093,6.808,39.461,masks\TRAIN_1121_4.png
10094,41.585,3.746,masks\TRAIN_1121_5.png
10095,0.0,79.526,masks\TRAIN_1121_6.png
10096,1.334,65.691,masks\TRAIN_1121_7.png
10097,17.646,24.846,masks\TRAIN_1121_8.png
10098,0.508,5.401,masks\TRAIN_1122_0.png
10099,0.0,5.784,masks\TRAIN_1122_1.png
10100,0.0,1.731,masks\TRAIN_1122_2.png
10101,6.488,3.84,masks\TRAIN_1122_3.png
10102,0.887,3.665,masks\TRAIN_1122_4.png
10103,0.0,2.475,masks\TRAIN_1122_5.png
10104,8.752,6.951,masks\TRAIN_1122_6.png
10105,1.696,3.235,masks\TRAIN_1122_7.png
10106,0.0,1.649,masks\TRAIN_1122_8.png
10107,1.054,94.794,masks\TRAIN_1123_0.png
10108,0.433,98.836,masks\TRAIN_1123_1.png
10109,0.238,99.205,masks\TRAIN_1123_2.png
10110,3.157,83.209,masks\TRAIN_1123_3.png
10111,1.331,95.658,masks\TRAIN_1123_4.png
10112,0.083,97.282,masks\TRAIN_1123_5.png
10113,6.138,72.765,masks\TRAIN_1123_6.png
10114,4.399,85.571,masks\TRAIN_1123_7.png
10115,1.318,87.878,masks\TRAIN_1123_8.png
10116,0.399,37.219,masks\TRAIN_1124_0.png
10117,1.236,34.732,masks\TRAIN_1124_1.png
10118,2.378,36.9,masks\TRAIN_1124_2.png
10119,0.107,38.952,masks\TRAIN_1124_3.png
10120,3.027,37.614,masks\TRAIN_1124_4.png
10121,7.12,28.609,masks\TRAIN_1124_5.png
10122,0.123,39.286,masks\TRAIN_1124_6.png
10123,2.645,41.507,masks\TRAIN_1124_7.png
10124,7.543,31.258,masks\TRAIN_1124_8.png
10125,6.725,41.532,masks\TRAIN_1125_0.png
10126,5.088,47.737,masks\TRAIN_1125_1.png
10127,5.491,46.335,masks\TRAIN_1125_2.png
10128,7.069,47.63,masks\TRAIN_1125_3.png
10129,5.449,53.112,masks\TRAIN_1125_4.png
10130,6.023,50.211,masks\TRAIN_1125_5.png
10131,7.354,53.885,masks\TRAIN_1125_6.png
10132,5.465,53.911,masks\TRAIN_1125_7.png
10133,5.569,50.554,masks\TRAIN_1125_8.png
10134,6.526,44.089,masks\TRAIN_1126_0.png
10135,2.308,46.634,masks\TRAIN_1126_1.png
10136,0.0,31.939,masks\TRAIN_1126_2.png
10137,5.482,35.631,masks\TRAIN_1126_3.png
10138,2.308,36.409,masks\TRAIN_1126_4.png
10139,0.0,33.933,masks\TRAIN_1126_5.png
10140,0.941,32.901,masks\TRAIN_1126_6.png
10141,0.827,33.772,masks\TRAIN_1126_7.png
10142,0.0,35.828,masks\TRAIN_1126_8.png
10143,7.203,31.356,masks\TRAIN_1127_0.png
10144,6.26,25.462,masks\TRAIN_1127_1.png
10145,5.4,20.847,masks\TRAIN_1127_2.png
10146,5.18,31.651,masks\TRAIN_1127_3.png
10147,3.512,21.833,masks\TRAIN_1127_4.png
10148,2.909,13.42,masks\TRAIN_1127_5.png
10149,4.245,25.583,masks\TRAIN_1127_6.png
10150,3.318,19.149,masks\TRAIN_1127_7.png
10151,1.479,8.825,masks\TRAIN_1127_8.png
10152,4.485,29.921,masks\TRAIN_1128_0.png
10153,3.055,25.93,masks\TRAIN_1128_1.png
10154,4.652,28.469,masks\TRAIN_1128_2.png
10155,6.275,25.319,masks\TRAIN_1128_3.png
10156,6.709,28.321,masks\TRAIN_1128_4.png
10157,7.101,30.014,masks\TRAIN_1128_5.png
10158,5.386,22.295,masks\TRAIN_1128_6.png
10159,7.14,25.201,masks\TRAIN_1128_7.png
10160,6.889,25.996,masks\TRAIN_1128_8.png
10161,3.41,76.484,masks\TRAIN_1129_0.png
10162,3.993,71.92,masks\TRAIN_1129_1.png
10163,3.526,70.958,masks\TRAIN_1129_2.png
10164,1.888,83.918,masks\TRAIN_1129_3.png
10165,1.328,82.33,masks\TRAIN_1129_4.png
10166,0.783,80.708,masks\TRAIN_1129_5.png
10167,3.819,79.118,masks\TRAIN_1129_6.png
10168,0.262,87.885,masks\TRAIN_1129_7.png
10169,0.0,80.85,masks\TRAIN_1129_8.png
10170,2.108,70.716,masks\TRAIN_1130_0.png
10171,1.373,63.931,masks\TRAIN_1130_1.png
10172,0.774,67.487,masks\TRAIN_1130_2.png
10173,2.469,75.097,masks\TRAIN_1130_3.png
10174,1.95,65.059,masks\TRAIN_1130_4.png
10175,0.894,63.329,masks\TRAIN_1130_5.png
10176,3.221,72.855,masks\TRAIN_1130_6.png
10177,3.603,70.58,masks\TRAIN_1130_7.png
10178,2.597,71.955,masks\TRAIN_1130_8.png
10179,4.319,11.955,masks\TRAIN_1131_0.png
10180,0.324,13.373,masks\TRAIN_1131_1.png
10181,0.0,14.114,masks\TRAIN_1131_2.png
10182,1.296,8.658,masks\TRAIN_1131_3.png
10183,0.0,10.587,masks\TRAIN_1131_4.png
10184,0.0,13.573,masks\TRAIN_1131_5.png
10185,0.0,6.656,masks\TRAIN_1131_6.png
10186,0.0,10.516,masks\TRAIN_1131_7.png
10187,0.0,16.257,masks\TRAIN_1131_8.png
10188,0.0,6.992,masks\TRAIN_1132_0.png
10189,2.201,24.231,masks\TRAIN_1132_1.png
10190,10.057,37.628,masks\TRAIN_1132_2.png
10191,0.0,5.38,masks\TRAIN_1132_3.png
10192,1.086,26.291,masks\TRAIN_1132_4.png
10193,5.579,49.358,masks\TRAIN_1132_5.png
10194,0.0,12.746,masks\TRAIN_1132_6.png
10195,0.0,28.263,masks\TRAIN_1132_7.png
10196,0.0,57.053,masks\TRAIN_1132_8.png
10197,4.055,10.695,masks\TRAIN_1133_0.png
10198,3.312,10.147,masks\TRAIN_1133_1.png
10199,5.454,11.405,masks\TRAIN_1133_2.png
10200,4.779,19.336,masks\TRAIN_1133_3.png
10201,6.082,18.443,masks\TRAIN_1133_4.png
10202,6.923,15.152,masks\TRAIN_1133_5.png
10203,4.811,20.502,masks\TRAIN_1133_6.png
10204,6.224,19.913,masks\TRAIN_1133_7.png
10205,6.348,15.479,masks\TRAIN_1133_8.png
10206,8.789,27.418,masks\TRAIN_1134_0.png
10207,10.281,25.451,masks\TRAIN_1134_1.png
10208,9.031,27.434,masks\TRAIN_1134_2.png
10209,10.252,27.242,masks\TRAIN_1134_3.png
10210,10.589,27.487,masks\TRAIN_1134_4.png
10211,8.002,29.6,masks\TRAIN_1134_5.png
10212,5.375,29.012,masks\TRAIN_1134_6.png
10213,4.83,31.991,masks\TRAIN_1134_7.png
10214,3.325,34.862,masks\TRAIN_1134_8.png
10215,25.369,2.227,masks\TRAIN_1135_0.png
10216,13.18,4.858,masks\TRAIN_1135_1.png
10217,21.498,3.709,masks\TRAIN_1135_2.png
10218,33.703,2.67,masks\TRAIN_1135_3.png
10219,25.278,4.549,masks\TRAIN_1135_4.png
10220,27.584,4.42,masks\TRAIN_1135_5.png
10221,21.029,4.729,masks\TRAIN_1135_6.png
10222,23.558,5.287,masks\TRAIN_1135_7.png
10223,31.131,4.776,masks\TRAIN_1135_8.png
10224,1.949,71.668,masks\TRAIN_1136_0.png
10225,3.495,64.903,masks\TRAIN_1136_1.png
10226,2.501,49.624,masks\TRAIN_1136_2.png
10227,1.615,65.237,masks\TRAIN_1136_3.png
10228,1.521,65.422,masks\TRAIN_1136_4.png
10229,1.682,67.613,masks\TRAIN_1136_5.png
10230,1.437,66.93,masks\TRAIN_1136_6.png
10231,0.744,68.777,masks\TRAIN_1136_7.png
10232,2.424,75.839,masks\TRAIN_1136_8.png
10233,0.548,66.235,masks\TRAIN_1137_0.png
10234,0.507,63.189,masks\TRAIN_1137_1.png
10235,0.728,58.581,masks\TRAIN_1137_2.png
10236,0.546,62.913,masks\TRAIN_1137_3.png
10237,0.249,61.04,masks\TRAIN_1137_4.png
10238,1.223,48.891,masks\TRAIN_1137_5.png
10239,0.546,61.079,masks\TRAIN_1137_6.png
10240,0.972,61.813,masks\TRAIN_1137_7.png
10241,2.337,52.054,masks\TRAIN_1137_8.png
10242,8.231,3.049,masks\TRAIN_1138_0.png
10243,7.729,2.892,masks\TRAIN_1138_1.png
10244,8.711,3.347,masks\TRAIN_1138_2.png
10245,16.608,5.474,masks\TRAIN_1138_3.png
10246,7.288,5.163,masks\TRAIN_1138_4.png
10247,9.111,3.313,masks\TRAIN_1138_5.png
10248,24.538,5.688,masks\TRAIN_1138_6.png
10249,13.428,6.048,masks\TRAIN_1138_7.png
10250,9.618,5.074,masks\TRAIN_1138_8.png
10251,2.973,9.436,masks\TRAIN_1139_0.png
10252,2.61,7.742,masks\TRAIN_1139_1.png
10253,4.978,5.789,masks\TRAIN_1139_2.png
10254,10.986,5.641,masks\TRAIN_1139_3.png
10255,7.261,6.664,masks\TRAIN_1139_4.png
10256,5.958,7.206,masks\TRAIN_1139_5.png
10257,14.272,4.19,masks\TRAIN_1139_6.png
10258,7.356,8.552,masks\TRAIN_1139_7.png
10259,6.081,9.142,masks\TRAIN_1139_8.png
10260,0.0,25.415,masks\TRAIN_1140_0.png
10261,2.66,24.994,masks\TRAIN_1140_1.png
10262,10.266,33.828,masks\TRAIN_1140_2.png
10263,0.56,28.797,masks\TRAIN_1140_3.png
10264,4.788,28.064,masks\TRAIN_1140_4.png
10265,11.698,30.609,masks\TRAIN_1140_5.png
10266,2.613,33.201,masks\TRAIN_1140_6.png
10267,7.197,33.514,masks\TRAIN_1140_7.png
10268,5.0,30.534,masks\TRAIN_1140_8.png
10269,7.371,30.807,masks\TRAIN_1141_0.png
10270,10.59,33.21,masks\TRAIN_1141_1.png
10271,11.201,32.846,masks\TRAIN_1141_2.png
10272,5.549,28.119,masks\TRAIN_1141_3.png
10273,11.396,30.79,masks\TRAIN_1141_4.png
10274,13.448,28.943,masks\TRAIN_1141_5.png
10275,1.734,43.148,masks\TRAIN_1141_6.png
10276,6.604,26.833,masks\TRAIN_1141_7.png
10277,12.18,29.473,masks\TRAIN_1141_8.png
10278,0.0,50.365,masks\TRAIN_1142_0.png
10279,0.972,56.95,masks\TRAIN_1142_1.png
10280,4.894,47.118,masks\TRAIN_1142_2.png
10281,0.0,25.521,masks\TRAIN_1142_3.png
10282,0.972,41.268,masks\TRAIN_1142_4.png
10283,3.619,50.526,masks\TRAIN_1142_5.png
10284,0.0,22.905,masks\TRAIN_1142_6.png
10285,0.0,32.864,masks\TRAIN_1142_7.png
10286,0.35,51.967,masks\TRAIN_1142_8.png
10287,0.0,3.907,masks\TRAIN_1143_0.png
10288,1.39,9.676,masks\TRAIN_1143_1.png
10289,3.644,16.63,masks\TRAIN_1143_2.png
10290,1.077,5.965,masks\TRAIN_1143_3.png
10291,0.04,8.905,masks\TRAIN_1143_4.png
10292,1.307,15.252,masks\TRAIN_1143_5.png
10293,5.161,13.959,masks\TRAIN_1143_6.png
10294,0.0,19.212,masks\TRAIN_1143_7.png
10295,0.0,20.897,masks\TRAIN_1143_8.png
10296,9.49,13.299,masks\TRAIN_1144_0.png
10297,9.732,6.027,masks\TRAIN_1144_1.png
10298,16.51,2.767,masks\TRAIN_1144_2.png
10299,9.336,21.89,masks\TRAIN_1144_3.png
10300,2.054,18.82,masks\TRAIN_1144_4.png
10301,10.991,5.641,masks\TRAIN_1144_5.png
10302,11.328,28.657,masks\TRAIN_1144_6.png
10303,2.941,32.873,masks\TRAIN_1144_7.png
10304,9.789,13.466,masks\TRAIN_1144_8.png
10305,9.846,35.998,masks\TRAIN_1145_0.png
10306,7.534,39.055,masks\TRAIN_1145_1.png
10307,3.881,34.254,masks\TRAIN_1145_2.png
10308,8.091,36.9,masks\TRAIN_1145_3.png
10309,8.475,35.803,masks\TRAIN_1145_4.png
10310,5.341,27.534,masks\TRAIN_1145_5.png
10311,9.41,35.675,masks\TRAIN_1145_6.png
10312,9.495,33.632,masks\TRAIN_1145_7.png
10313,5.08,26.566,masks\TRAIN_1145_8.png
10314,0.357,62.574,masks\TRAIN_1146_0.png
10315,0.167,60.169,masks\TRAIN_1146_1.png
10316,0.0,71.845,masks\TRAIN_1146_2.png
10317,1.945,47.511,masks\TRAIN_1146_3.png
10318,0.391,55.656,masks\TRAIN_1146_4.png
10319,0.183,66.166,masks\TRAIN_1146_5.png
10320,6.703,36.929,masks\TRAIN_1146_6.png
10321,0.448,50.704,masks\TRAIN_1146_7.png
10322,0.527,56.836,masks\TRAIN_1146_8.png
10323,8.017,51.242,masks\TRAIN_1147_0.png
10324,9.328,45.392,masks\TRAIN_1147_1.png
10325,9.834,30.159,masks\TRAIN_1147_2.png
10326,8.607,43.95,masks\TRAIN_1147_3.png
10327,9.863,40.233,masks\TRAIN_1147_4.png
10328,10.426,33.55,masks\TRAIN_1147_5.png
10329,8.429,39.942,masks\TRAIN_1147_6.png
10330,8.698,42.535,masks\TRAIN_1147_7.png
10331,9.846,43.864,masks\TRAIN_1147_8.png
10332,0.0,49.907,masks\TRAIN_1148_0.png
10333,0.0,44.04,masks\TRAIN_1148_1.png
10334,0.0,49.195,masks\TRAIN_1148_2.png
10335,0.0,49.499,masks\TRAIN_1148_3.png
10336,0.0,41.974,masks\TRAIN_1148_4.png
10337,0.0,46.996,masks\TRAIN_1148_5.png
10338,1.273,52.378,masks\TRAIN_1148_6.png
10339,3.507,49.386,masks\TRAIN_1148_7.png
10340,4.1,50.765,masks\TRAIN_1148_8.png
10341,2.864,73.772,masks\TRAIN_1149_0.png
10342,3.157,70.887,masks\TRAIN_1149_1.png
